n_no kokgi_v 閩南語詞目
2643 老兄 老兄
2644 而且 而且
2644 並且 而且
2645 耳 耳仔
2645 耳朵 耳仔
2646 半閉眼 羊仔目
2646 羊目 羊仔目
2647 竹枝 竹仔枝
2648 米麩 米仔麩
2648 米麩粉 米仔麩
2649 不見 老去
2649 去世 老去
2649 死亡 老去
2649 消失 老去
2649 逝世 老去
2649 過世 老去
2650 包子 肉包
2650 肉包 肉包
2651 米漿 米奶
2652 母羊 羊母
2653 老本 老本
2654 母親 老母
2654 老娘 老母
2654 媽媽 老母
2655 耳挖子 耳扒仔
2655 挖耳朵 耳扒仔
2656 竹節 竹目
2657 老生 老生
2658 耳目 耳目
2659 豬皮 肉皮
2660 自由 自由
2660 自在 自由
2661 自立 自立
2662 自由 自在
2662 自在 自在
2663 小竹刺 竹扦
2664 老早 老早
2665 米白色 米色
2665 米色 米色
2666 肉色 肉色
2666 膚色 肉色
2667 血色 血色
2668 事故 百百空
2668 問題 百百空
2668 瑕疵 百百空
2668 漏洞 百百空
2669 自作自受 自作自受
2670 自作孽 自作孽
2671 自我 自我
2672 行李 行李
2673 老成 老步定
2674 百步蛇 百步蛇
2675 自私 自私
2676 沿籬豆 肉豆
2676 扁豆 肉豆
2676 皇帝豆 肉豆
2676 蛾眉豆 肉豆
2676 鵲豆 肉豆
2678 外省退伍老兵 老芋仔
2678 老芋仔 老芋仔
2679 決明 羊角豆仔
2679 望江南 羊角豆仔
2680 自來水 自來水
2681 考卷 考卷
2682 老命 老命
2683 百姓 百姓
2684 在室女 老姑婆
2684 老處女 老姑婆
2684 處女 老姑婆
2684 閨女 老姑婆
2685 米店 米店
2686 考官 考官
2687 原本 自底
2687 原先 自底
2688 肉鬆 肉拊
2689 竹編用具 竹披仔
2689 竹器 竹披仔
2689 披仔 竹披仔
2690 丈夫 老板
2690 先生 老板
2690 老板 老板
2690 老闆 老板
2690 頭家 老板
2691 父 老爸
2691 父親 老爸
2691 爸 老爸
2691 爸爸 老爸
2691 爹 老爸
2692 父母 老的
2692 老伴 老的
2693 耳孔 耳空
2693 耳朵 耳空
2694 色盲 色盲
2695 耳背 耳空重
2695 重聽 耳空重
2696 鼓膜 耳空鬼仔
2697 耳根軟 耳空輕
2698 爆米花 米芳
2699 老伯伯 老阿伯
2700 老太婆 老阿婆
2701 自信 自信
2702 血型 血型
2703 耳屎 耳屎
2704 走後門 行後尾門
2705 拜年 行春
2705 踏春 行春
2706 行為 行為
2707 行軍 行軍
2708 批發商 行郊
2708 進出口商 行郊
2709 自首 自首
2710 自修 自修
2711 年老 老倒勼
2711 老倒勼 老倒勼
2711 衰弱 老倒勼
2711 體型縮小 老倒勼
2712 先生 老師
2712 老師 老師
2712 教師 老師
2712 醫生 老師
2713 肉桂 肉桂
2714 血氣 血氣
2715 有效 行氣
2716 耳垂 耳珠
2717 癲癇 羊眩
2718 肉砧 肉砧
2718 砧板 肉砧
2718 豬肉舖 肉砧
2719 米粉 米粉
2720 老神在在 老神在在
2720 氣定神閒 老神在在
2720 神色自若 老神在在
2720 處之泰然 老神在在
2721 炒米粉 米粉炒
2722 竹耙 竹耙
2722 耙土 竹耙
2722 耙物 竹耙
2723 色素 色素
2724 米酒 米酒
2725 肉骨 肉骨
2726 米酒頭 米酒頭仔
2727 肉乾 肉乾
2727 肉鬆 肉乾
2728 自動 自動
2729 行動 行動
2730 抹子 灰匙仔
2731 汽車 自動車
2732 老媽子 老婆仔
2733 老鴇 老娼頭
2733 鴇母 老娼頭
2734 自強 自強
2735 色彩 色彩
2736 老康健 老康健
2736 健朗 老康健
2736 硬朗 老康健
2737 走動 行徙
2738 行情 行情
2739 肉乾 肉脯
2739 肉鬆 肉脯
2740 行船 行船
2741 血蚶 血蚶
2742 肉豉 肉豉仔
2742 豆豉肉 肉豉仔
2743 百貨 百貨
2744 百貨公司 百貨公司
2745 走透透 行透透
2745 走遍各地 行透透
2746 瓜子鯧 肉魚仔
2746 刺鯧 肉魚仔
2747 自尊心 自尊心
2748 竹排 竹棑
2748 竹筏 竹棑
2749 下棋 行棋
2750 江湖 江湖
2751 公羊 羊犅
2752 老牌 老牌
2753 老猴 老猴
2754 天然 自然
2754 自然 自然
2755 老牌子 老牌子
2756 年老言行無常 老番顛
2756 老糊塗 老番顛
2757 老態龍鍾 老硞硞
2758 自殺 行短路
2758 尋短見 行短路
2759 竹刷 竹筅
2760 竹筍 竹筍
2761 竹筒 竹筒
2762 穀物 米粟
2763 精米廠 米絞
2763 精米機 米絞
2763 碾米廠 米絞
2763 碾米機 米絞
2764 肉絲 肉絲
2765 血管 血筋
2766 自費 自費
2767 米礱 米間
2767 碾米場 米間
2767 穀倉 米間
2768 肉鬆 肉酥
2769 肉圓 肉圓
2770 肉感 肉感
2770 體態豐滿 肉感
2771 自新 自新
2772 年長者 老歲仔
2772 老人 老歲仔
2772 老人家 老歲仔
2772 老翁 老歲仔
2773 月經來潮 行經
2773 來潮 行經
2774 百萬 百萬
2775 竹葉 竹葉
2776 考試 考試
2776 考驗 考試
2776 測驗 考試
2776 檢定 考試
2777 竹林下 竹跤
2778 行為軟弱 肉跤仔
2778 能力不足 肉跤仔
2779 血液循環系統 血路
2780 走路 行路
2781 走運 行運
2782 走路錢 行路工
2782 鞋底錢 行路工
2783 耳環 耳鉤
2784 老實 老實
2784 忠厚 老實
2784 憨厚 老實
2785 考核 考察
2785 考察 考察
2785 視察 考察
2786 竹箍 竹箍
2786 短竹幹 竹箍
2787 竹筒 竹管
2788 肉粽 肉粽
2788 粽子 肉粽
2789 血管 血管
2790 肉粽角 肉粽角
2790 消波塊 肉粽角
2791 五月節 肉粽節
2791 詩人節 肉粽節
2791 端午節 肉粽節
2792 竹蓆 竹蓆
2793 肉餅 肉餅
2794 米價 米價
2794 糧價 米價
2795 考慮 考慮
2796 多種 百樣
2796 多樣 百樣
2796 百樣 百樣
2797 米漿 米漿
2798 洗米水 米潘
2799 肉瘤 肉瘤
2800 灰窯 灰窯
2801 竹籜 竹箬
2802 老練 老練
2803 色彩 色緻
2803 色澤 色緻
2803 顏色 色緻
2804 竹膜 竹膜
2805 行為舉止 行踏
2805 走動 行踏
2805 與人來往 行踏
2806 竹竿 竹篙
2807 篩子 米篩
2807 濾網 米篩
2808 米糕 米糕
2809 糾纏不清 米糕𣻸
2809 胡攪蠻纏 米糕𣻸
2810 竹篙叉 竹篙叉
2811 米苔目 米篩目
2812 糯米粥 米糕糜
2813 至親 至親
2813 骨肉 至親
2813 親骨肉 至親
2814 剛開始 自頭
2814 起先 自頭
2814 起初 自頭
2814 起頭 自頭
2814 從頭 自頭
2814 開頭 自頭
2814 頭先 自頭
2815 米象 米龜
2815 米蟲 米龜
2816 血壓 血壓
2817 耳環 耳環
2818 米糠 米糠
2819 竹篾 竹篾仔
2819 篾 竹篾仔
2820 自謙 自謙
2821 米缸 米甕
2821 米甕 米甕
2822 行禮 行禮
2823 耳咽管 耳甕仔
2823 歐氏管 耳甕仔
2824 五穀 米糧
2824 米糧 米糧
2824 食糧 米糧
2824 糧食 米糧
2825 米象 米蟲
2825 米蟲 米蟲
2826 自行車 自轉車
2826 腳踏車 自轉車
2827 行醫 行醫
2828 大麻鷺 竹雞仔
2828 小流氓 竹雞仔
2829 肉雞 肉雞仔
2830 瓜子鯧 肉鯽仔
2830 刺鯧 肉鯽仔
2831 肉羹 肉羹
2832 竹蟶 竹蟶
2832 蟶 竹蟶
2833 鼓膜 耳鏡
2834 老年人顛三倒四 老顛倒
2834 老顛倒 老顛倒
2835 米攕 米攕
2836 小米籮 米籃
2836 米籃 米籃
2836 盛米籃 米籃
2837 自覺 自覺
2838 考試 考驗
2838 考驗 考驗
2838 測驗 考驗
2838 試驗 考驗
2838 實驗 考驗
2839 米籮 米籮
2839 盛米竹器 米籮
2840 米粩 米粩
2841 百褶裙 百襇裙
2842 衣 衣
2842 衣服 衣
2843 胎盤 衣
2844 西 西
2845 西 西
2846 西施舌 西刀舌
2846 紫貝 西刀舌
2847 西天 西天
2848 西方 西方
2848 淨土 西方
2849 西方 西爿
2849 西側 西爿
2849 西邊 西爿
2850 西北 西北
2851 西北雨 西北雨
2851 陣雨 西北雨
2851 雷陣雨 西北雨
2851 熱雷雨 西北雨
2852 西瓜 西瓜
2853 西式 西式
2854 西門町 西門町
2855 西洋 西洋
2856 西方人 西洋人
2856 西洋人 西洋人
2857 西秦王爺 西秦王爺
2857 戲神 西秦王爺
2858 西曬 西照日
2859 西裝 西裝
2860 西醫 西醫
2861 西藥 西藥
2862 西藥房 西藥房
2863 串 串
2864 串 串
2864 每 串
2864 每次 串
2864 見 串
2864 往往 串
2864 間奏 串
2864 經常 串
2864 總是 串
2865 伯 伯
2866 估 估
2867 伴 伴
2867 陪同 伴
2868 平整 伸
2868 伸 伸
2869 伸 伸
2869 延長 伸
2869 表白 伸
2869 陳述 伸
2870 分 伻
2871 正在 佇
2871 在 佇
2872 佈 佈
2872 告 佈
2873 位 位
2874 何 何
2875 何 佗
2875 哪 佗
2876 何 佗
2876 哪裡 佗
2877 佛 佛
2878 佛 佛
2879 作 作
2879 招惹 作
2879 做 作
2879 從事 作
2879 製做 作
2879 儘管 作
2880 作 作
2881 你 你
2882 克 克
2883 兌 兌
2884 兌 兌
2885 不必 免
2885 不用 免
2885 不需要 免
2885 去除 免
2885 免 免
2886 士兵 兵
2886 兵 兵
2886 阿兵哥 兵
2887 冰 冷
2887 冷 冷
2887 涼 冷
2887 溫度低 冷
2888 哪一個 佗一个
2889 何必 何乜苦
2889 何苦 何乜苦
2889 何苦來 何乜苦
2890 伯公 伯公
2891 伸懶腰 伸勻
2892 伸縮 伸勼
2893 小禮物 伴手
2893 禮物 伴手
2894 伸手 伸手
2895 佃戶 佃戶
2895 佃農 佃戶
2896 住戶 住戶
2897 作文 作文
2898 佛手瓜 佛手瓜
2898 隼人瓜 佛手瓜
2899 鮪魚 串仔
2900 佛像 佛仔
2900 神像 佛仔
2901 士兵 兵仔
2901 兵 兵仔
2901 阿兵哥 兵仔
2902 何必 何必
2902 何苦 何必
2902 何苦來 何必
2903 作用 作用
2903 影響 作用
2904 工作 作田
2904 幹活 作田
2904 種田 作田
2904 種稻 作田
2905 農人 作田人
2905 農夫 作田人
2906 佛寺 佛寺
2907 哪裡 佗位
2908 冷冰冰 冷吱吱
2909 地址 住址
2909 住址 住址
2909 住所 住址
2909 居所 住址
2910 作弄 作弄
2910 捉弄 作弄
2910 欺負 作弄
2910 欺凌 作弄
2910 戲弄 作弄
2911 作怪 作怪
2912 地址 住所
2912 住址 住所
2912 住所 住所
2912 居所 住所
2913 克服 克服
2914 何況 何況
2915 作法 作法
2916 作物 作物
2917 古物商 古物商
2917 舊貨商人 古物商
2918 作者 作者
2919 佛門 佛門
2920 伸手要錢 伸長手
2921 伶俐 伶俐
2921 靈巧 伶俐
2922 正在 佇咧
2922 在 佇咧
2923 作品 作品
2924 伴奏 伴奏
2925 不過 但是
2925 可是 但是
2925 但是 但是
2926 作為 作為
2926 所作所為 作為
2927 何必 何苦
2927 何苦 何苦
2927 何苦來 何苦
2928 作家 作家
2929 天氣寒冷 冷氣
2929 冷氣 冷氣
2930 佛祖 佛祖
2931 伴郎 伴娶
2932 佛堂 佛堂
2933 佛教 佛教
2934 串通 串通
2935 伯勞鳥 伯勞仔
2936 交換 兌換
2936 兌換 兌換
2936 改換 兌換
2937 免稅 免稅
2938 不用錢 免費
2938 免費 免費
2939 作亂 作亂
2940 女儐相 伴嫁
2940 伴娘 伴嫁
2940 陪嫁 伴嫁
2941 作業 作業
2942 位置 位置
2943 伸長腳 伸跤
2944 佛像 佛像
2945 作弊 作弊
2946 估價 估價
2947 休想 免數想
2947 別想 免數想
2947 甭想 免數想
2948 作戰 作戰
2949 冷靜 冷靜
2950 牢飯 免錢飯
2951 可憐 克虧
2951 吃虧 克虧
2951 委屈 克虧
2952 老是說 串講
2952 常說 串講
2953 工作 作穡
2953 做工 作穡
2953 幹活 作穡
2954 農人 作穡人
2954 農夫 作穡人
2955 搗蛋 作孽
2955 調皮 作孽
2956 佛堂 佛龕
2956 佛壇 佛龕
2956 佛龕 佛龕
2957 不怕 免驚
2957 別怕 免驚
2958 打 刜
2958 砍 刜
2958 揮 刜
2958 搞 刜
2958 舞 刜
2958 蠻幹 刜
2959 切 刣
2959 殺 刣
2959 割 刣
2960 判 判
2961 別 別
2962 別 別
2963 利 利
2963 好處 利
2963 利 利
2963 益處 利
2965 增益 助
2965 增添 助
2965 幫助 助
2966 劫 劫
2966 災禍 劫
2966 搶奪 劫
2967 卵 卵
2967 蛋 卵
2968 君 君
2969 合 吞
2969 吞 吞
2969 忍 吞
2969 私吞 吞
2969 併吞 吞
2969 侵佔 吞
2969 撲 吞
2970 吟 吟
2971 吠 吠
2972 含 含
2973 包含 含
2973 兼有 含
2973 帶著 含
2973 連帶 含
2974 吭 吭
2974 摩托車聲 吭
2975 吭 吭
2976 吮 吮
2977 吱 吱
2978 吵 吵
2978 吵鬧 吵
2978 爭吵 吵
2979 舔 吶
2980 吸 吸
2981 吹 吹
2982 吼 吼
2982 哭 吼
2982 哭訴 吼
2983 別人 別人
2984 努力 努力
2985 另一個 別个
2985 別個 別个
2986 君子 君子
2987 蛋黃 卵仁
2988 他日 別日
2988 改天 別日
2988 改日 別日
2989 他日 別日仔
2989 改天 別日仔
2989 改日 別日仔
2990 君王 君王
2991 荷包蛋 卵包
2992 利用 利用
2993 玄石 吸石
2993 吸鐵石 吸石
2993 磁石 吸石
2993 磁鐵 吸石
2994 殺死 刣死
2995 他處 別位
2995 別處 別位
2995 其他地方 別位
2996 忍耐 吞忍
2997 吵鬧 吵抐
2997 吵鬧攪亂 吵抐
2997 喧嘩 吵抐
2998 判決 判決
2999 叮嚀 吩咐
2999 叮囑 吩咐
2999 交代 吩咐
2999 囑咐 吩咐
3000 判官 判官
3000 法官 判官
3000 推事 判官
3000 審判官 判官
3001 狗悲鳴 吹狗螺
3002 方便 利便
3002 便利 利便
3003 吹風 吹風
3004 吹風機 吹風機
3005 含冤 含冤
3005 委曲 含冤
3005 冤屈 含冤
3005 冤枉 含冤
3005 徒勞無功 含冤
3006 不得安寧 吵家抐宅
3006 吵鬧 吵家抐宅
3007 不得安寧 吵家抐計
3007 吵鬧 吵家抐計
3008 利 利息
3008 利息 利息
3009 立刻 即時
3009 馬上 即時
3010 利益 利益
3011 利潤 利純
3012 助教 助教
3013 酥碎 含梢
3014 蛋白 卵清
3015 助產士 助產士
3015 助產婆 助產士
3015 接生婆 助產士
3015 產婆 助產士
3016 別墅 別莊
3017 別的款式 別款
3017 別的項目 別款
3017 別的樣式 別款
3017 別項 別款
3017 別種 別款
3018 別的項目 別項
3018 別項 別項
3018 別種 別項
3018 其他 別項
3019 他處 別搭
3019 別處 別搭
3019 其他地方 別搭
3020 判刑 判罪
3021 四腳朝天 吭跤翹
3022 劫數 劫數
3023 吵鬧 吵鬧
3023 吵鬧攪亂 吵鬧
3023 喧嘩 吵鬧
3024 砍頭 刣頭
3024 殺頭 刣頭
3024 解僱 刣頭
3025 判斷 判斷
3026 殺一儆百 刣雞教猴
3026 殺雞儆猴 刣雞教猴
3027 嗝 呃
3028 呆 呆
3029 告 告
3030 囤 囤
3031 放 囥
3031 擱 囥
3032 打架 囫
3032 狼吞虎嚥 囫
3032 砸 囫
3033 囮 囮
3033 鳥媒 囮
3034 投 坉
3034 投入 坉
3034 投進 坉
3034 沉沒 坉
3034 填平 坉
3035 坎 坎
3035 階梯 坎
3036 坐 坐
3037 道歉 坐
3037 賠 坐
3038 坑 坑
3039 夾 夾
3039 夾子 夾
3039 鉗子 夾
3040 小台階 坎仔
3040 小臺階 坎仔
3040 石階 坎仔
3040 階梯 坎仔
3041 夾子 夾仔
3042 填平 坉平
3042 填補凹洞 坉平
3043 告示 告示
3044 坐向 坐向
3045 即位 坐位
3045 座位 坐位
3045 登基 坐位
3046 坎坷 坎坎坷坷
3047 藏私 囥步
3048 呂洞賓 呂洞賓
3049 困苦 困苦
3050 山谷 坑崁
3050 山崖 坑崁
3051 入座 坐桌
3051 上座 坐桌
3051 上菜 坐桌
3051 吃喜酒 坐桌
3051 赴宴 坐桌
3051 喝喜酒 坐桌
3051 就席 坐桌
3052 地步 坎站
3052 段落 坎站
3052 程度 坎站
3052 階段 坎站
3053 澄清 坐清
3054 告發 告訴
3054 告訴 告訴
3055 用土填平 坉塗
3055 填土 坉塗
3057 大水坑 坑溝
3057 山谷 坑溝
3057 山間水溝 坑溝
3057 山溝 坑溝
3057 山澗 坑溝
3057 溝澗 坑溝
3057 溪澗 坑溝
3058 入獄 坐監
3058 下獄 坐監
3058 坐牢 坐監
3058 坐監 坐監
3059 認賬 坐數
3060 坐禪 坐禪
3060 靜坐 坐禪
3061 不舒服 困難
3061 困難 困難
3061 痛苦 困難
3061 窮困 困難
3061 艱苦 困難
3061 艱鉅 困難
3061 艱難 困難
3061 難過 困難
3062 妖 妖
3063 妗 妗
3063 弟媳婦 妗
3063 舅母 妗
3063 舅媽 妗
3064 巧妙 妙
3064 妙 妙
3064 神奇 妙
3065 妝 妝
3066 孝 孝
3067 宋 宋
3068 白費 完
3068 完 完
3068 明白 完
3068 畢 完
3068 損失 完
3068 賠錢 完
3069 人偶 尪
3069 偶 尪
3070 尾 尾
3071 小便 尿
3071 尿 尿
3072 局 局
3073 屁 屁
3074 回 巡
3074 行 巡
3074 巡 巡
3074 紋 巡
3074 條 巡
3074 路程 巡
3074 線 巡
3074 趟 巡
3075 無名指 尾二指
3076 妓女 妓女
3076 酒家女 妓女
3076 應召女郎 妓女
3077 孝女 孝女
3078 孝子 孝子
3079 完工 完工
3079 竣工 完工
3080 孝心 孝心
3081 最後 尾手
3082 尿斗 尿斗
3082 尿桶 尿斗
3082 尿壺 尿斗
3082 便壺 尿斗
3082 便器 尿斗
3083 尾牙 尾牙
3084 妗 妗仔
3084 弟媳婦 妗仔
3085 偶 尪仔
3086 末尾 尾仔
3086 末端 尾仔
3086 收尾 尾仔
3086 尾巴 尾仔
3086 到頭來 尾仔
3086 後來 尾仔
3086 最後 尾仔
3087 連環圖畫 尪仔冊
3087 漫畫 尪仔冊
3088 么兒 尾仔囝
3088 小兒子 尾仔囝
3088 老么 尾仔囝
3089 玩具 尪仔物
3089 玩物 尪仔物
3090 娃娃臉 尪仔面
3091 圓型紙牌 尪仔標
3092 長相 尪仔頭
3092 娃娃臉 尪仔頭
3092 偶頭 尪仔頭
3092 瞳孔 尪仔頭
3093 完全 完全
3093 齊全 完全
3094 完成 完成
3095 小蝦乾 宋米仔
3096 宋江陣 宋江陣
3097 愚蠢 孝呆
3097 痴呆 孝呆
3098 孝杖 孝杖
3098 哀杖 孝杖
3098 哭喪杖 孝杖
3099 孝子 孝男
3100 吃 孝孤
3100 拿去吃 孝孤
3100 祭五臟廟 孝孤
3100 祭祀孤魂野鬼 孝孤
3101 尿布 尿帕仔
3101 膀胱 尿帕仔
3102 妖怪 妖怪
3102 妖精 妖怪
3103 巫婆 尪姨
3103 靈媒 尪姨
3104 末了 尾後
3104 後面 尾後
3104 後頭 尾後
3104 最後 尾後
3105 小指 尾指
3106 巡查 巡查
3106 巡警 巡查
3107 供桌 尪架桌
3107 神桌 尪架桌
3107 祭桌 尪架桌
3108 傻子 宋盼的
3108 傻瓜 宋盼的
3109 尿布 尿苴仔
3109 膀胱 尿苴仔
3110 尿布疹 尿苴仔𩛩
3111 孝服 孝衫
3111 喪服 孝衫
3112 局面 局面
3113 妨害 妨害
3114 薦骨 尾胴骨
3115 舅婆 妗婆
3116 完婚 完婚
3117 尿斗 尿桶
3117 尿桶 尿桶
3117 尿壺 尿桶
3117 便壺 尿桶
3117 便器 尿桶
3118 尿杓子 尿桸
3119 希望 希望
3119 盼望 希望
3119 寄望 希望
3119 期待 希望
3119 期望 希望
3119 願望 希望
3120 兔崽子 屁窒仔
3121 妖術 妖術
3122 尿斗 尿壺
3122 尿桶 尿壺
3122 尿壺 尿壺
3122 便壺 尿壺
3122 便器 尿壺
3123 完結 完結
3124 完結篇 完結篇
3125 尾椎 尾脽
3125 屁股 尾脽
3126 巡行 巡視
3126 巡查 巡視
3126 巡視 巡視
3127 局勢 局勢
3128 孝敬 孝敬
3129 末端 尾溜
3129 尾巴 尾溜
3130 一定 妥當
3130 可靠 妥當
3130 妥當 妥當
3130 適當 妥當
3130 篤定 妥當
3130 穩當 妥當
3131 妖道 妖道
3132 尿道 尿道
3133 妖精 妖精
3134 妖豔 妖嬌
3134 嬌媚 妖嬌
3135 胡蝶 尾蝶
3135 蚨蝶 尾蝶
3135 蝴蝶 尾蝶
3136 末班車 尾幫車
3137 收尾 尾聲
3137 尾聲 尾聲
3137 言外之意 尾聲
3137 弦外之音 尾聲
3138 妨礙 妨礙
3138 阻礙 妨礙
3139 妖孽 妖孽
3140 床 床
3140 床鋪 床
3141 籠 床
3142 序 序
3143 弄 弄
3143 抖 弄
3143 哄 弄
3143 耍 弄
3143 逗 弄
3144 弟 弟
3145 弟 弟
3146 形 形
3146 模樣 形
3146 樣子 形
3147 忌 忌
3148 忍 忍
3149 忍 忍
3149 承受 忍
3149 耐 忍
3150 志 志
3151 忘 忘
3152 行動迅速 快
3152 快 快
3152 猛 快
3153 我 我
3154 我 我
3155 扭 扭
3155 扭動 扭
3156 扭 扭
3156 扭傷 扭
3157 扮 扮
3158 扯 扯
3159 抓住 扱
3160 握 扲
3161 扭轉 扳
3161 扳 扳
3161 挽回 扳
3162 逆 扴
3162 礙 扴
3163 干涉 扶
3163 扶 扶
3163 持 扶
3163 管 扶
3164 巴結 扶
3164 扶 扶
3164 扶持 扶
3164 奉承 扶
3164 拍馬屁 扶
3164 堅強 扶
3164 捧 扶
3164 端 扶
3166 扶持 扶𡳞脬
3166 奉承 扶𡳞脬
3166 拍馬屁 扶𡳞脬
3167 床單 床巾
3168 長輩 序大
3168 尊長 序大
3169 弟子 弟子
3169 門徒 弟子
3169 信徒 弟子
3169 學生 弟子
3170 父母親 序大人
3171 忌日 忌日
3171 忌辰 忌日
3172 開場戲 扮仙
3173 床母 床母
3174 扭屁股 扭尻川
3175 形式 形式
3176 庇佑 庇佑
3176 保佑 庇佑
3177 扶助 扶助
3177 援助 扶助
3177 幫助 扶助
3178 認床 忌床
3179 快車 快車
3180 味道不合 扴味
3181 外形 形狀
3181 形狀 形狀
3181 狀況 形狀
3181 情況 形狀
3181 款 形狀
3181 模樣 形狀
3182 挑撥 弄狗相咬
3182 搧動 弄狗相咬
3183 扶持 扶持
3183 保護 扶持
3183 攙扶 扶持
3184 快樂 快活
3184 愉快 快活
3184 舒服 快活
3184 輕鬆 快活
3184 寬裕 快活
3185 忍耐 忍耐
