n_no kokgi_v 閩南語詞目
41099 城 城
41100 姚 姚
41101 姜 姜
41102 宣 宣
41103 宦 宦
41104 封 封
41105 施 施
41106 查 查
41107 柯 柯
41108 柳 柳
41109 段 段
41110 洪 洪
41111 皇 皇
41112 皇甫 皇甫
41113 紀 紀
41114 紅 紅
41115 胡 胡
41116 苗 苗
41117 苻 苻
41118 范 范
41119 范姜 范姜
41120 計 計
41121 風 風
41122 倪 倪
41123 凌 凌
41124 原 原
41125 唐 唐
41126 夏 夏
41127 奚 奚
41128 姬 姬
41129 夏侯 夏侯
41130 孫 孫
41131 展 展
41132 徐 徐
41133 晁 晁
41134 晉 晉
41135 晏 晏
41136 柴 柴
41137 桂 桂
41138 桑 桑
41139 殷 殷
41140 海 海
41141 涂 涂
41142 烏 烏
41143 祝 祝
41144 秦 秦
41145 翁 翁
41146 耿 耿
41147 荀 荀
41148 袁 袁
41149 郝 郝
41150 馬 馬
41151 高 高
41152 區 區
41153 商 商
41154 國 國
41155 婁 婁
41156 寇 寇
41157 尉遲 尉遲
41158 屠 屠
41159 崔 崔
41160 常 常
41161 康 康
41162 庾 庾
41163 張 張
41164 張李 張李
41165 張許 張許
41166 張廖 張廖
41167 張簡 張簡
41168 戚 戚
41169 扈 扈
41170 曹 曹
41171 梁 梁
41172 梅 梅
41173 畢 畢
41174 盛 盛
41175 章 章
41176 符 符
41177 莊 莊
41178 莫 莫
41179 許 許
41180 逢 逢
41181 連 連
41182 郭 郭
41183 陳 陳
41184 陶 陶
41185 陸 陸
41186 陳廖 陳廖
41187 魚 魚
41188 鹿 鹿
41189 麥 麥
41190 傅 傅
41191 喬 喬
41192 彭 彭
41193 智 智
41194 曾 曾
41195 游 游
41196 湯 湯
41197 焦 焦
41198 程 程
41199 童 童
41200 華 華
41201 費 費
41202 賀 賀
41203 辜 辜
41204 閔 閔
41205 陽 陽
41206 項 項
41207 馮 馮
41208 黃 黃
41209 楊 楊
41210 楚 楚
41211 溫 溫
41212 萬 萬
41213 葉 葉
41214 葛 葛
41215 董 董
41216 虞 虞
41217 詹 詹
41218 路 路
41219 鄒 鄒
41220 鄔 鄔
41221 雷 雷
41222 靳 靳
41223 廖 廖
41224 熊 熊
41225 甄 甄
41226 端木 端木
41227 翟 翟
41228 聞 聞
41229 臧 臧
41230 裴 裴
41231 褚 褚
41232 趙 趙
41233 劉 劉
41234 厲 厲
41235 慕容 慕容
41236 樂 樂
41237 樊 樊
41238 樓 樓
41239 歐 歐
41240 潘 潘
41241 歐陽 歐陽
41242 練 練
41243 蔡 蔡
41244 蔣 蔣
41245 衛 衛
41246 諸葛 諸葛
41247 鄧 鄧
41248 鄭 鄭
41249 魯 魯
41250 黎 黎
41251 燕 燕
41252 盧 盧
41253 穆 穆
41254 蕭 蕭
41255 賴 賴
41256 遲 遲
41257 錢 錢
41258 閻 閻
41259 霍 霍
41260 駱 駱
41261 鮑 鮑
41262 龍 龍
41263 嶽 嶽
41264 應 應
41265 戴 戴
41266 薄 薄
41267 薛 薛
41268 謝 謝
41269 鍾 鍾
41270 韓 韓
41271 瞿 瞿
41272 簡 簡
41273 聶 聶
41274 藍 藍
41275 豐 豐
41276 闕 闕
41277 顏 顏
41278 魏 魏
41279 羅 羅
41280 譚 譚
41281 關 關
41282 龐 龐
41283 嚴 嚴
41284 竇 竇
41285 藺 藺
41286 蘇 蘇
41287 釋 釋
41288 鐘 鐘
41289 饒 饒
41290 酆 酆
41291 鐵 鐵
41292 顧 顧
41293 龔 龔
50001 可以 可以
50002 如果 如果
50003 因此 因此
50004 公司 公司
50005 問題 問題
50006 使用 使用
50007 不過 不過
50008 開始 開始
50009 已經 已經
50010 必須 必須
50011 報導 報導
50012 指出 指出
50013 產品 產品
50014 如何 如何
50015 需要 需要
50016 認為 認為
50017 大陸 大陸
50018 包括 包括
50019 非常 非常
50020 功能 功能
50021 攝影 攝影
50022 業者 業者
50023 成為 成為
50024 任何 任何
50025 成長 成長
50026 要求 要求
50027 容易 容易
50028 國家 國家
50029 個人 個人
50030 股市 股市
50031 決定 決定
50032 地區 地區
50033 推出 推出
50034 能力 能力
50035 了解 了解
50036 產生 產生
50037 加上 加上
50038 進入 進入
50039 技術 技術
50040 情況 情況
50041 資訊 資訊
50042 廠商 廠商
50043 原因 原因
50044 最近 最近
50045 效果 效果
50046 造成 造成
50047 音樂 音樂
50048 不斷 不斷
50049 傳統 傳統
50050 顯示 顯示
50051 資金 資金
50052 相關 相關
50053 網路 網路
50054 尤其 尤其
50055 女性 女性
50057 過程 過程
50058 中國 中國
50059 軟體 軟體
50060 警方 警方
50061 透過 透過
50062 強調 強調
50063 人士 人士
50064 狀況 狀況
50065 專業 專業
50066 程式 程式
50067 並且 並且
50068 需求 需求
50069 演出 演出
50070 兩岸 兩岸
50071 員工 員工
50072 因素 因素
50073 安全 安全
50074 加入 加入
50075 改善 改善
50076 合作 合作
50077 此外 此外
50078 系列 系列
50079 球員 球員
50080 一切 一切
50081 減少 減少
50082 網站 網站
50083 創作 創作
50084 吸引 吸引
50085 長期 長期
50086 控制 控制
50087 醫師 醫師
50088 觀眾 觀眾
50089 呈現 呈現
50090 購買 購買
50091 訓練 訓練
50092 積極 積極
50093 導演 導演
50094 家庭 家庭
50095 清楚 清楚
50096 針對 針對
50097 提升 提升
50098 所謂 所謂
50099 媒體 媒體
50100 提高 提高
50101 筆者 筆者
50102 不可 不可
50103 有關 有關
50104 負責 負責
50105 風險 風險
50106 製作 製作
50107 附近 附近
50108 金融 金融
50109 品牌 品牌
50110 面對 面對
50111 訊息 訊息
50112 多少 多少
50113 分析 分析
50114 規劃 規畫
50115 利率 利率
50116 舉辦 舉辦
50117 專家 專家
50118 球隊 球隊
50119 共同 共同
50120 股價 股價
50121 降低 降低
50122 參與 參與
50123 不再 不再
50124 或者 或者
50125 不管 不管
50126 主題 主題
50127 感受 感受
50128 表達 表達
50129 策略 策略
50130 終於 終於
50131 預算 預算
50132 快速 快速
50133 科技 科技
50134 達到 達到
50135 民國 民國
50136 再度 再度
50137 形成 形成
50138 角度 角度
50139 指數 指數
50140 原來 原來
50141 多數 多數
50142 房地產 房地產
50143 畫面 畫面
50144 正常 正常
50145 相對 相對
50146 推動 推動
50147 擔心 擔心
50148 汽車 汽車
50149 人類 人類
50150 理想 理想
50151 女人 女人
50152 工具 工具
50153 立委 立委
50154 風格 風格
50155 機構 機構
50156 類似 類似
50157 正是 正是
50158 正確 正確
50159 狀態 狀態
50160 資源 資源
50161 趨勢 趨勢
50162 立法院 立法院
50163 模式 模式
50164 整體 整體
50165 不足 不足
50166 關鍵 關鍵
50167 保持 保持
50168 帶來 帶來
50169 公尺 公尺
50170 亞洲 亞洲
50171 重點 重點
50172 投入 投入
50173 從事 從事
50174 設定 設定
50175 業績 業績
50176 不論 不論
50177 金額 金額
50178 財務 財務
50179 等等 等等
50180 前往 前往
50181 題材 題材
50182 全部 全部
50183 面臨 面臨
50184 參考 參考
50185 期貨 期貨
50186 之間 之間
50187 營運 營運
50188 比例 比例
50189 完整 完整
50190 男性 男性
50191 結構 結構
50192 硬碟 硬碟
50193 網際網路 網際網路
50194 餐廳 餐廳
50195 擴大 擴大
50196 有效 有效
50197 展現 展現
50198 成員 成員
50199 陸續 陸續
50200 強烈 強烈
50201 情感 情感
50202 藝術家 藝術家
50203 變成 變成
50204 大眾 大眾
50205 如今 如今
50206 形象 形象
50207 差異 差異
50208 溝通 溝通
50209 才能 才能
50210 中央 中央
50211 全球 全球
50212 看法 看法
50213 團體 團體
50214 對方 對方
50215 不如 不如
50216 個性 個性
50217 董事長 董事長
50218 大約 大約
50219 小組 小組
50220 來自 來自
50221 想像 想像
50222 遊客 遊客
50223 首先 首先
50224 引進 引進
50225 以往 以往
50226 時期 時期
50227 財富 財富
50228 國外 國外
50229 辦公室 辦公室
50230 優勢 優勢
50231 人口 人口
50232 外資 外資
50233 促銷 促銷
50234 旅遊 旅遊
50235 教練 教練
50236 學者 學者
50237 估計 估計
50238 院長 院長
50239 意識 意識
50240 藥物 藥物
50241 投手 投手
50242 接近 接近
50243 採取 採取
50244 興建 興建
50245 以免 以免
50246 扮演 扮演
50247 良好 良好
50248 居民 居民
50249 空氣 空氣
50250 突破 突破
50251 售價 售價
50252 紀錄 紀錄
50253 造型 造型
50254 報名 報名
50255 營收 營收
50256 安裝 安裝
50257 快樂 快樂
50258 不只 不只
50259 休閒 休閒
50260 行業 行業
50261 創意 創意
50262 運作 運作
50263 樂團 樂團
50264 屬於 屬於
50265 外界 外界
50266 任務 任務
50267 年代 年代
50268 業界 業界
50269 黨團 黨團
50270 技巧 技巧
50271 型態 型態
50272 紛紛 紛紛
50273 球迷 球迷
50274 想法 想法
50275 人體 人體
50276 食用 食用
50277 設置 設置
50278 連線 連線
50279 評估 評估
50280 預測 預測
50281 領導 領導
50282 調降 調降
50283 大師 大師
50284 大概 大概
50285 心態 心態
50286 手法 手法
50287 全面 全面
50288 深入 深入
50289 理由 理由
50290 焦點 焦點
50291 螢幕 螢幕
50292 年齡 年齡
50293 具備 具備
50294 保障 保障
50295 架構 架構
50296 透露 透露
50297 魅力 魅力
50298 之外 之外
50299 只有 只有
50300 依據 依據
50301 參觀 參觀
50302 這種 這種
50303 會員 會員
50304 競選 競選
50305 西元 西元
50306 爭議 爭議
50308 研發 研發
50309 浪漫 浪漫
50310 海軍 海軍
50311 配備 配備
50312 唱片 唱片
50313 推薦 推薦
50314 腸病毒 腸病毒
50315 寫真集 寫真集
50316 體重 體重
50317 升級 升級
50318 引發 引發
50319 以為 以為
50320 出生 出生
50321 社區 社區
50322 特質 特質
50323 達成 達成
50324 包含 包含
50325 車款 車款
50326 供應 供應
50327 爭取 爭取
50328 族群 族群
50329 通訊 通訊
50330 慢慢 慢慢
50331 潛力 潛力
50332 一向 一向
50333 召開 召開
50334 成熟 成熟
50335 行銷 行銷
50336 預定 預定
50337 譬如 譬如
50338 互動 互動
50339 心靈 心靈
50340 失去 失去
50341 性能 性能
50342 促進 促進
50343 指標 指標
50344 英文 英文
50345 素描 素描
50346 措施 措施
50347 異常 異常
50348 過敏 過敏
50349 預防 預防
50350 領域 領域
50351 主機板 主機板
50352 外銷 外銷
50353 交友 交友
50355 利潤 利潤
50356 信託 信託
50357 科系 科系
50358 海外 海外
50359 整合 整合
50360 歹徒 歹徒
50361 早期 早期
50362 行程 行程
50363 究竟 究竟
50364 金錢 金錢
50365 密切 密切
50366 描述 描述
50367 概念 概念
50368 話題 話題
50369 衝擊 衝擊
50370 加速 加速
50371 好好 好好
50372 彷彿 彷彿
50373 東南亞 東南亞
50374 記錄 記錄
50375 象徵 象徵
50376 進一步 進一步
50377 熱門 熱門
50378 機率 機率
50379 親自 親自
50380 錄音帶 錄音帶
50381 環保 環保
50382 吸收 吸收
50383 身上 身上
50384 取代 取代
50385 初期 初期
50386 音響 音響
50387 偵辦 偵辦
50388 帶動 帶動
50389 畢業 畢業
50390 組成 組成
50391 飲食 飲食
50392 當代 當代
50393 裝置 裝置
50394 管道 管道
50395 分享 分享
50396 反映 反映
50397 成果 成果
50398 身份 身份
50399 空軍 空軍
50400 指定 指定
50401 展出 展出
50402 規格 規格
50403 畫家 畫家
50404 奧運 奧運
50405 網友 網友
50406 領先 領先
50407 層次 層次
50408 播出 播出
50409 大型 大型
50410 臺商 臺商
50411 迅速 迅速
50412 版本 版本
50413 美好 美好
50414 核心 核心
50415 特效 特效
50416 連結 連結
50417 質疑 質疑
50418 上升 上升
50419 上師 上師
50420 介入 介入
50421 元件 元件
50422 付出 付出
50423 行政 行政
50424 來源 來源
50425 時刻 時刻
50426 探討 探討
50427 互相 互相
50428 反彈 反彈
50429 方案 方案
50430 生態 生態
50431 全力 全力
50432 完美 完美
50433 抗生素 抗生素
50434 定位 定位
50435 為何 為何
50436 家屬 家屬
50437 病患 病患
50438 景觀 景觀
50439 森林 森林
50440 結婚 結婚
50441 障礙 障礙
50442 議題 議題
50443 不良 不良
50444 比率 比率
50445 出任 出任
50446 平衡 平衡
50447 因應 因應
50448 防止 防止
50449 忽略 忽略
50450 國民 國民
50451 實質 實質
50452 認知 認知
50453 績效 績效
50454 類型 類型
50455 化妝 化妝
50456 水彩 水彩
50457 出去 出去
50458 出發 出發
50459 車輛 車輛
50460 依照 依照
50461 取得 取得
50462 要道 要道
50463 家族 家族
50464 特性 特性
50465 排名 排名
50466 現今 現今
50467 幅度 幅度
50468 晶片 晶片
50469 幹部 幹部
50470 落實 落實
50471 徹底 澈底
50471 澈底 澈底
50472 歌劇 歌劇
50473 數據 數據
50474 確保 確保
50475 器材 器材
50476 機種 機種
50477 競爭力 競爭力
50478 人選 人選
50479 下降 下降
50480 主委 主委
50481 金屬 金屬
50482 盈餘 盈餘
50483 看出 看出
50484 原先 原先
50485 高層 高層
50486 國王 國王
50487 理念 理念
50488 畢竟 畢竟
50489 細胞 細胞
50490 就業 就業
50491 超越 超越
50492 證實 證實
50493 關於 關於
50494 人力 人力
50495 上下 上下
50496 上班 上班
50497 大樓 大樓
50498 中文 中文
50499 平交道 平交道
50500 企圖 企圖
50501 明確 明確
50502 重複 重複
50503 球團 球團
50504 部門 部門
50505 硬體 硬體
50506 當中 當中
50507 標示 標示
50508 熱烈 熱烈
50509 縣府 縣府
50510 錄取 錄取
50511 寵物 寵物
50512 不利 不利
50513 不幸 不幸
50514 他人 他人
50515 共識 共識
50516 決議 決議
50517 性別 性別
50518 服飾 服飾
50519 物質 物質
50520 客語 客語
50521 持有 持有
50522 軍方 軍方
50523 展示 展示
50524 案例 案例
50525 記憶體 記憶體
50526 密碼 密碼
50527 專案 專案
50528 教科文 教科文
50529 現任 現任
50530 眾多 眾多
50531 提昇 提昇
50532 經建會 經建會
50533 層面 層面
50534 主導 主導
50535 平時 平時
50536 回應 回應
50537 好處 好處
50538 血液 血液
50539 抗爭 抗爭
50540 事物 事物
50541 協商 協商
50542 定義 定義
50543 訂單 訂單
50544 衰退 衰退
50545 排除 排除
50546 惡化 惡化
50547 路線 路線
50548 對話 對話
50549 演唱 演唱
50550 醫療 醫療
50551 體系 體系
50552 中部 中部
50553 外匯 外匯
50554 困擾 困擾
50555 材質 材質
50556 服用 服用
50557 炒作 炒作
50558 皇后 皇后
50559 美食 美食
50560 背後 背後
50561 英語 英語
50562 原住民 原住民
50563 高音 高音
50564 國會 國會
50565 專用 專用
50566 強化 強化
50567 期望 期望
50568 減肥 減肥
50569 傳說 傳說
50570 跳票 跳票
50571 構想 構想
50572 廣泛 廣泛
50573 模組 模組
50574 閱讀 閱讀
50575 轉換 轉換
50576 競賽 競賽
50577 大會 大會
50578 女子 女子
50579 公布 公佈
50579 公佈 公佈
50580 水質 水質
50581 外表 外表
50582 回饋 回饋
50583 如同 如同
50584 決策 決策
50585 車主 車主
50586 物品 物品
50587 保養 保養
50588 指令 指令
50589 首長 首長
50590 效益 效益
50591 效應 效應
50592 特定 特定
50593 追蹤 追蹤
50594 眷村 眷村
50595 細節 細節
50596 報酬 報酬
50597 視覺 視覺
50598 飲料 飲料
50599 維護 維護
50600 樂器 樂器
50601 頻頻 頻頻
50602 講義 講義
50603 贈與 贈與
50604 邊緣 邊緣
50605 大盤 大盤
50606 主流 主流
50607 冷戰 冷戰
50608 紀念 紀念
50609 娛樂 娛樂
50610 差別 差別
50611 差距 差距
50612 動力 動力
50613 從此 從此
50614 產能 產能
50615 場地 場地
50616 訴求 訴求
50617 節奏 節奏
50618 經銷 經銷
50619 農會 農會
50620 輕易 輕易
50621 儀式 儀式
50622 確認 確認
50623 歡樂 歡樂
50624 公頃 公頃
50625 以上 以上
50626 在野黨 在野黨
50627 成分 成份
50627 成份 成份
50628 成交 成交
50629 車型 車型
50630 券商 券商
50631 受傷 受傷
50632 法人 法人
50633 前衛 前衛
50634 約診 約診
50635 美金 美金
50636 家具 家具
50637 氣候 氣候
50639 貨幣 貨幣
50640 單曲 單曲
50641 傳達 傳達
50642 管制 管制
50643 精英 精英
50644 網球 網球
50645 播放 播放
50646 賣場 賣場
50647 選購 選購
50648 癌症 癌症
50649 鎖定 鎖定
50650 觀點 觀點
50651 一再 一再
50652 分紅 分紅
50653 比重 比重
50654 牛肉 牛肉
50655 主機 主機
50656 出貨 出貨
50657 必需 必需
50658 名稱 名稱
50659 行庫 行庫
50660 助益 助益
50661 其次 其次
50662 典型 典型
50663 延伸 延伸
50664 飛行 飛行
50665 個別 個別
50666 校園 校園
50667 素材 素材
50668 婚姻 婚姻
50669 專輯 專輯
50670 規範 規範
50671 部隊 部隊
50672 朝野 朝野
50673 進度 進度
50674 開店 開店
50675 溫和 溫和
50676 溫度 溫度
50677 滑鼠 滑鼠
50678 營造 營造
50679 聯盟 聯盟
50680 變動 變動
50682 不得 不得
50683 文宣 文宣
50684 主力 主力
50685 代價 代價
50686 出血 出血
50687 地面 地面
50688 安定 安定
50689 行使 行使
50690 否認 否認
50691 告知 告知
50692 私人 私人
50693 延長 延長
50694 承諾 承諾
50695 近日 近日
50696 近期 近期
50697 附設 附設
50698 南部 南部
50699 持股 持股
50700 施工 施工
50701 突出 突出
50702 郊遊 郊遊
50703 重心 重心
50704 風景 風景
50705 修憲 修憲
50706 原始 原始
50707 時數 時數
50708 氣質 氣質
50709 能量 能量
50710 航線 航線
50711 動畫 動畫
50712 排氣 排氣
50713 敘述 敘述
50714 產量 產量
50715 通路 通路
50716 連接 連接
50717 麻煩 麻煩
50718 單一 單一
50719 復甦 復甦
50720 等級 等級
50721 園區 園區
50722 違規 違規
50723 預料 預料
50724 劃撥 劃撥
50725 團員 團員
50726 舞蹈 舞蹈
50727 縣市 縣市
50728 選戰 選戰
50729 優良 優良
50730 屬性 屬性
50731 顯著 顯著
50732 大自然 大自然
50733 刊登 刊登
50734 外型 外型
50735 生物 生物
50736 生涯 生涯
50737 用來 用來
50738 安打 安打
50739 住宅 住宅
50740 改進 改進
50741 威力 威力
50742 庫存 庫存
50743 國產 國產
50744 強大 強大
50745 理性 理性
50746 評審 評審
50747 進駐 進駐
50748 農藥 農藥
50749 預賽 預賽
50750 團隊 團隊
50751 認養 認養
50752 履歷表 履歷表
50753 談話 談話
50754 學員 學員
50755 據點 據點
50756 整個 整個
50757 總部 總部
50758 櫃台 櫃台
50758 櫃臺 櫃台
50759 權益 權益
50760 一片 一片
50761 人間 人間
50762 口味 口味
50763 比如 比如
50764 出國 出國
50765 半導體 半導體
50766 古老 古老
50767 巨蛋 巨蛋
50768 市面 市面
50769 回升 回升
50770 存取 存取
50771 折扣 折扣
50772 身邊 身邊
50773 車廠 車廠
50774 法案 法案
50775 青光眼 青光眼
50776 建造 建造
50777 指責 指責
50778 負面 負面
50779 飛安 飛安
50780 員警 員警
50781 核武 核武
50782 氣勢 氣勢
50783 神壇 神壇
50784 祕密 祕密
50785 納入 納入
50786 強力 強力
50787 票房 票房
50788 描繪 描繪
50789 港口 港口
50790 登錄 登錄
50791 塑造 塑造
50792 當局 當局
50793 試辦 試辦
50794 資深 資深
50795 圖像 圖像
50796 遠離 遠離
50797 增添 增添
50798 數位 數位
50799 暴力 暴力
50800 樂章 樂章
50801 熱情 熱情
50802 熱量 熱量
50803 優惠 優惠
50804 擺脫 擺脫
50805 爆發 爆發
50806 魔法 魔法
50807 一貫 一貫
50808 人數 人數
50809 上場 上場
50810 大批 大批
50811 不孕 不孕
50812 不安 不安
50813 不宜 不宜
50814 介面 介面
50815 支付 支付
50816 王子 王子
50817 主演 主演
50818 以來 以來
50819 半年 半年
50820 石頭 石頭
50821 回憶 回憶
50822 多媒體 多媒體
50823 年級 年級
50824 兩性 兩性
50825 周邊 周邊
50826 往來 往來
50827 忽視 忽視
50828 性愛 性愛
50829 拓展 拓展
50830 拆除 拆除
50831 放大 放大
50832 注重 注重
50833 肢體 肢體
50834 股權 股權
50835 近年 近年
50836 革命 革命
50837 風味 風味
50838 風潮 風潮
50839 展望 展望
50840 時段 時段
50841 配樂 配樂
50842 商機 商機
50843 國軍 國軍
50844 從來 從來
50845 敏感 敏感
50846 眼壓 眼壓
50848 被害人 被害人
50849 部屬 部屬
50850 陰影 陰影
50851 創新 創新
50852 提早 提早
50853 華人 華人
50854 華文 華文
50855 傳輸 傳輸
50856 過濾 過濾
50857 圖形 圖形
50858 精彩 精彩
50859 認證 認證
50860 模擬 模擬
50861 賣出 賣出
50862 適用 適用
50863 戰機 戰機
50864 機師 機師
50865 觀賞 觀賞
50866 一時 一時
50867 下面 下面
50868 下載 下載
50869 不解 不解
50870 公克 公克
50871 公噸 公噸
50872 收益 收益
50873 自從 自從
50874 位元 位元
50875 局部 局部
50876 更加 更加
50877 更新 更新
50878 東方 東方
50879 法院 法院
50880 宣導 宣導
50881 珍貴 珍貴
50882 風貌 風貌
50883 涉嫌 涉嫌
50884 特徵 特徵
50885 高峰 高峰
50886 動態 動態
50887 情歌 情歌
50888 登陸 登陸
50889 發布 發佈
50889 發佈 發佈
50890 集體 集體
50891 傳送 傳送
50892 經由 經由
50893 裝備 裝備
50894 電機 電機
50895 零件 零件
50896 構成 構成
50897 說服 說服
50898 廣播 廣播
50899 誕生 誕生
50901 選民 選民
50902 幫派 幫派
50903 檢方 檢方
50904 轉移 轉移
50905 額度 額度
50906 聽說 聽說
50907 變數 變數
50908 體制 體制
50909 分手 分手
50910 分泌 分泌
50911 代號 代號
50912 功力 功力
50913 民調 民調
50914 甲板 甲板
50915 地球 地球
50916 有意 有意
50917 有線 有線
50918 困境 困境
50919 快門 快門
50920 攻勢 攻勢
50921 和諧 和諧
50922 固然 固然
50923 底部 底部
50924 延續 延續
50925 法則 法則
50926 便利 便利
50927 保齡球 保齡球
50928 星座 星座
50929 相容 相容
50930 看來 看來
50931 面試 面試
50932 音效 音效
50933 風情 風情
50934 核准 核准
50935 淘汰 淘汰
50936 淨化 淨化
50937 被告 被告
50938 連任 連任
50939 減輕 減輕
50940 無力 無力
50941 評分 評分
50942 進出 進出
50943 傳遞 傳遞
50944 歲月 歲月
50945 實用 實用
50946 監視 監視
50947 算是 算是
50948 緊急 緊急
50949 廣大 廣大
50950 獎項 獎項
50951 論壇 論壇
50952 適應 適應
50953 戰力 戰力
50954 優異 優異
50955 薪資 薪資
50956 人身 人身
50957 人潮 人潮
50958 大選 大選
50959 女士 女士
50960 子女 子女
50961 今後 今後
50962 公賣局 公賣局
50963 方針 方針
50964 水墨 水墨
50965 外在 外在
50966 市區 市區
50967 平面 平面
50968 本質 本質
50969 民選 民選
50970 合成 合成
50971 作風 作風
50972 形態 形態
50973 役男 役男
50974 改編 改編
50975 車商 車商
50976 車體 車體
50977 事項 事項
50978 念頭 念頭
50979 放牧 放牧
50980 治憲 制憲
50981 芭蕾 芭蕾
50982 研判 研判
50983 夏日 夏日
50984 桌球 桌球
50985 留意 留意
50986 財經 財經
50987 配置 配置
50988 除了 除了
50989 停留 停留
50990 區分 區分
50991 國小 國小
50992 基層 基層
50993 強勢 強勢
50994 授權 授權
50995 移送 移送
50996 景象 景象
50997 殘障 殘障
50998 發言 發言
50999 發票 發票
51000 象牙 象牙
51001 開拓 開拓
51002 匯市 匯市
51003 嫌犯 嫌犯
51004 照明 照明
51005 碎片 碎片
51006 經貿 經貿
51007 農委會 農委會
51008 漢聲 漢聲
51009 劇情 劇情
51010 模型 模型
51011 線條 線條
51012 機車 機車
51013 親屬 親屬
51014 優雅 優雅
51015 縮小 縮小
51016 臨床 臨床
51017 雙人 雙人
51018 關懷 關懷
51019 體質 體質
51020 觀測 觀測
51021 一日 一日
51022 人性 人性
51023 入股 入股
51024 不便 不便
51025 切換 切換
51026 心得 心得
51027 水平 水平
51028 代工 代工
51029 出面 出面
51030 出院 出院
51031 用地 用地
51032 立院 立院
51033 任意 任意
51034 冰山 冰山
51035 有機 有機
51036 老太太 老太太
51037 行列 行列
51038 行星 行星
51039 占用 占用
51040 布滿 佈滿
51040 佈滿 佈滿
51041 改造 改造
51042 男士 男士
51043 供給 供給
51044 弦樂 弦樂
51046 波動 波動
51047 法規 法規
51048 社團 社團
51049 股利 股利
51050 長久 長久
51051 促使 促使
51052 宣稱 宣稱
51053 拜會 拜會
51054 流失 流失
51055 流星 流星
51056 流通 流通
51057 活力 活力
51058 看待 看待
51059 秋冬 秋冬
51060 美化 美化
51061 美妙 美妙
51062 家電 家電
51063 師生 師生
51064 時差 時差
51065 書評 書評
51066 浴場 浴場
51067 秩序 秩序
51068 脆弱 脆弱
51069 記載 記載
51070 酒精 酒精
51071 高雅 高雅
51072 動人 動人
51074 婦產科 婦產科
51075 專機 專機
51076 教室 教室
51077 教導 教導
51078 敗血症 敗血症
51079 涵蓋 涵蓋
51080 現況 現況
51081 異物 異物
51082 統治 統治
51083 船長 船長
51084 貨櫃 貨櫃
51085 釣魚 釣魚
51086 就職 就職
51087 棉花 棉花
51088 稅賦 稅賦
51089 視野 視野
51090 路面 路面
51091 漁船 漁船
51092 漁網 漁網
51093 維修 維修
51094 增進 增進
51095 憤怒 憤怒
51096 激勵 激勵
51097 聯想 聯想
51098 擴張 擴張
51099 藝文 藝文
51100 贈品 贈品
51101 難忘 難忘
51102 類別 類別
51103 顯現 顯現
51104 人際 人際
51105 下班 下班
51106 干擾 干擾
51107 不該 不該
51108 不變 不變
51109 分局 分局
51110 分離 分離
51111 戶外 戶外
51112 主因 主因
51113 刊物 刊物
51114 用戶 用戶
51115 石板 石板
51116 示威 示威
51117 光線 光線
51118 先發 先發
51119 回收 回收
51120 回顧 回顧
51121 地檢署 地檢署
51122 好笑 好笑
51123 曲線 曲線
51124 西部 西部
51125 忍受 忍受
51126 改組 改組
51127 車身 車身
51128 典雅 典雅
51129 知名度 知名度
51130 勇士 勇士
51131 宣示 宣示
51132 宣告 宣告
51133 美感 美感
51134 哲學 哲學
51135 捐款 捐款
51136 特區 特區
51137 留學 留學
51138 真愛 真愛
51139 神祕 神祕
51140 純粹 純粹
51141 院士 院士
51142 假日 假日
51143 假設 假設
51144 國產車 國產車
51145 堅強 堅強
51146 基因 基因
51147 探索 探索
51148 探測 探測
51149 採訪 採訪
51150 啟明 啟明
51151 深深 深深
51152 球季 球季
51153 都會 都會
51154 陳列 陳列
51155 圍標 圍標
51156 惡意 惡意
51157 游泳 游泳
51158 無形 無形
51159 無線 無線
51160 發育 發育
51161 童年 童年
51162 華裔 華裔
51163 郵購 郵購
51164 間諜 間諜
51165 傾向 傾向
51166 業餘 業餘
51167 概況 概況
51168 路段 路段
51169 運行 運行
51170 電器 電器
51171 零售 零售
51172 鼓舞 鼓舞
51173 對比 對比
51174 質感 質感
51175 壁畫 壁畫
51176 機能 機能
51177 融合 融合
51178 頭獎 頭獎
51179 檢索 檢索
51180 繁榮 繁榮
51181 擴充 擴充
51182 釋放 釋放
51183 靈活 靈活
51184 下旬 下旬
51185 士氣 士氣
51186 天線 天線
51187 引用 引用
51188 心中 心中
51189 加盟 加盟
51190 古代 古代
51191 外商 外商
51192 外勞 外勞
51193 平日 平日
51194 用品 用品
51195 示範 示範
51196 交叉 交叉
51197 地產 地產
51198 守備 守備
51199 寺院 寺院
51200 收容 收容
51201 收錄 收錄
51202 有利 有利
51203 自身 自身
51204 局長 局長
51205 扭曲 扭曲
51206 改建 改建
51207 車禍 車禍
51208 版畫 版畫
51209 金牌 金牌
51210 屍體 屍體
51211 後果 後果
51212 後者 後者
51213 流程 流程
51214 衍生 衍生
51215 訂做 訂做
51216 重量 重量
51217 病房 病房
51218 神父 神父
51219 虔誠 虔誠
51220 高溫 高溫
51221 問卷 問卷
51222 專櫃 專櫃
51223 得票率 得票率
51224 情結 情結
51225 清查 清查
51226 清理 清理
51227 現成 現成
51228 造勢 造勢
51229 頂尖 頂尖
51230 創下 創下
51231 勞基法 勞基法
51232 敦煌 敦煌
51233 普及 普及
51234 棉被 棉被
51235 無數 無數
